,edad,ocupación,est_civil,nivel_educativo,contrato_meses,Cred_hipotecario,Cred_personal,Medio_contacto,Dia,Mes,duracion_seg,cont_campaña_actual,campañas_previas,aceptacion_TC
350,31,informal,casado,bachillerato,53,si,no,celular,20,abril,342,1,0,no
351,35,administrador,casado,universitario,12,si,no,celular,21,noviembre,180,1,0,no
352,39,administrador,casado,universitario,13,no,si,celular,28,julio,60,3,0,no
353,50,administrador,casado,universitario,61,no,no,celular,17,noviembre,223,1,2,no
354,29,administrador,casado,universitario,69,si,no,celular,18,mayo,1434,2,4,no
355,30,profesor,soltero,bachillerato,14,si,no,chat,6,mayo,30,2,0,no
356,46,profesor,casado,bachillerato,33,si,no,chat,16,mayo,134,4,0,no
357,27,administrador,soltero,técnico,5,no,no,celular,9,febrero,10,2,0,no
358,48,independiente,divorciado,bachillerato,69,no,no,celular,2,abril,397,2,0,si
359,26,estudiante,soltero,bachillerato,45,si,no,celular,5,mayo,620,1,0,no
360,36,administrador,soltero,universitario,70,no,no,celular,21,noviembre,6,6,0,no
361,42,informal,casado,primaria,34,si,si,celular,7,mayo,209,2,0,no
362,50,amadiciembreasa,casado,primaria,14,si,no,chat,15,mayo,419,2,0,no
363,49,informal,casado,bachillerato,46,si,no,celular,18,noviembre,283,2,0,no
364,45,administrador,casado,universitario,9,no,no,celular,8,agosto,188,2,0,no
365,23,estudiante,soltero,bachillerato,4,no,no,celular,16,septiembre,267,1,0,no
366,38,empresario,soltero,bachillerato,35,si,no,celular,7,abril,196,2,0,no
367,32,administrador,soltero,universitario,12,si,no,celular,17,abril,245,1,2,no
368,60,empresario,soltero,primaria,34,no,no,celular,26,agosto,323,1,0,si
369,30,emprendedor,casado,bachillerato,40,si,no,celular,19,noviembre,1065,1,1,no
370,58,amadiciembreasa,casado,universitario,72,no,no,chat,11,junio,138,5,0,no
371,60,pensionado,casado,primaria,19,no,no,celular,4,junio,207,1,0,no
372,38,profesor,casado,bachillerato,47,no,no,chat,25,junio,456,3,0,no
373,51,empresario,casado,bachillerato,56,si,no,celular,5,agosto,261,1,0,no
374,42,independiente,casado,bachillerato,38,si,no,celular,11,mayo,80,1,4,no
375,30,profesor,soltero,bachillerato,34,si,no,celular,18,mayo,131,6,9,no
376,40,administrador,casado,primaria,44,si,no,chat,6,junio,94,7,0,no
377,37,administrador,casado,universitario,23,si,no,celular,14,mayo,567,3,4,si
378,53,empresario,divorciado,primaria,57,si,no,chat,30,mayo,153,1,0,no
379,27,profesor,soltero,bachillerato,28,si,no,celular,13,mayo,109,1,0,no
380,39,informal,casado,bachillerato,7,si,no,celular,30,abril,53,1,1,no
381,39,informal,casado,primaria,15,si,no,chat,16,junio,77,1,0,no
382,59,pensionado,casado,universitario,31,no,no,telefono,27,marzo,234,2,0,si
383,37,profesor,casado,bachillerato,2,si,no,telefono,13,mayo,121,2,4,no
384,41,informal,casado,primaria,51,si,no,celular,15,julio,155,2,0,no
385,45,informal,casado,primaria,50,no,no,celular,17,abril,108,1,0,no
386,48,administrador,casado,universitario,7,no,no,chat,17,junio,159,3,0,no
387,48,empresario,casado,bachillerato,19,si,no,chat,26,mayo,208,3,0,no
388,32,informal,casado,bachillerato,33,no,no,celular,12,mayo,215,1,0,no
389,35,profesor,casado,bachillerato,72,si,no,chat,6,mayo,597,3,0,no
390,33,administrador,soltero,universitario,20,si,no,celular,4,febrero,505,2,1,no
391,28,informal,soltero,primaria,22,si,si,chat,3,junio,380,4,0,no
392,64,pensionado,casado,técnico,8,no,no,celular,12,marzo,120,1,0,no
393,35,empresario,casado,bachillerato,24,no,no,celular,27,agosto,106,4,0,no
394,33,informal,casado,bachillerato,57,si,no,celular,14,mayo,332,2,2,no
395,41,empresario,casado,bachillerato,72,si,no,chat,15,mayo,221,4,0,no
396,34,independiente,casado,bachillerato,37,si,no,celular,4,junio,80,1,0,no
397,37,empresario,soltero,universitario,2,no,no,celular,4,mayo,60,5,1,no
398,38,informal,casado,primaria,24,si,si,telefono,13,mayo,212,3,0,no
399,39,informal,casado,primaria,33,si,no,celular,14,abril,493,3,0,no
400,35,empresario,divorciado,universitario,31,si,no,celular,19,noviembre,98,2,0,no
401,28,informal,soltero,bachillerato,58,no,si,celular,8,julio,681,1,0,si
402,27,informal,soltero,bachillerato,18,no,no,celular,22,julio,203,1,0,no
403,48,pensionado,casado,primaria,56,no,si,celular,19,noviembre,157,1,0,no
404,50,informal,casado,bachillerato,62,no,no,chat,16,junio,287,1,0,no
405,45,independiente,casado,bachillerato,15,si,no,celular,7,agosto,159,2,0,no
406,41,empresario,casado,universitario,17,si,no,chat,14,mayo,125,1,0,no
407,39,empresario,casado,bachillerato,6,no,no,celular,8,julio,202,2,0,no
408,44,administrador,casado,bachillerato,11,si,no,telefono,8,mayo,37,3,1,no
409,54,independiente,casado,bachillerato,65,no,no,celular,28,enero,161,1,2,si
410,49,administrador,casado,universitario,50,no,no,celular,6,agosto,72,4,0,no
411,34,informal,soltero,bachillerato,72,no,no,celular,2,febrero,342,1,0,no
412,75,pensionado,divorciado,universitario,67,si,no,celular,16,noviembre,262,1,1,si
413,42,administrador,casado,universitario,68,no,no,celular,13,agosto,325,2,0,no
414,53,informal,casado,bachillerato,3,no,no,telefono,19,agosto,223,7,0,no
415,49,administrador,divorciado,universitario,24,no,no,celular,31,julio,1212,4,0,si
416,31,profesor,soltero,bachillerato,8,no,no,celular,29,agosto,319,2,0,no
417,45,informal,soltero,primaria,49,no,no,celular,29,enero,182,2,0,no
418,39,independiente,casado,bachillerato,53,si,si,celular,17,julio,330,1,0,no
419,46,empresario,casado,bachillerato,5,si,si,celular,19,noviembre,514,1,0,no
420,42,independiente,divorciado,bachillerato,16,si,no,chat,14,mayo,213,1,0,no
421,37,administrador,casado,universitario,17,si,no,celular,7,mayo,551,1,1,no
422,26,empresario,soltero,universitario,65,si,no,celular,16,abril,472,2,0,no
423,37,administrador,soltero,universitario,30,si,no,celular,15,abril,140,4,2,no
424,36,profesor,soltero,bachillerato,13,si,no,chat,7,mayo,142,1,0,no
425,29,informal,soltero,primaria,62,si,no,chat,4,junio,135,3,0,no
426,36,informal,casado,primaria,15,si,si,chat,23,mayo,293,1,0,no
427,26,empresario,casado,universitario,29,si,no,chat,13,mayo,107,1,0,no
428,32,informal,casado,bachillerato,50,si,no,chat,20,mayo,127,2,0,no
429,40,administrador,casado,universitario,55,si,no,celular,20,noviembre,1816,1,0,no
430,53,administrador,casado,primaria,20,no,no,celular,4,febrero,200,3,0,no
431,29,administrador,casado,universitario,8,si,no,celular,12,mayo,418,1,0,no
432,34,empresario,soltero,universitario,21,si,no,celular,22,julio,387,4,0,no
433,43,informal,casado,bachillerato,51,no,no,celular,5,mayo,156,1,3,no
434,56,administrador,casado,universitario,4,no,si,celular,21,julio,121,2,0,no
435,55,emprendedor,divorciado,universitario,19,no,no,chat,6,junio,108,2,0,no
436,31,independiente,casado,universitario,58,si,no,celular,7,mayo,47,1,0,no
437,27,independiente,soltero,bachillerato,37,si,no,celular,20,abril,16,5,4,no
438,36,administrador,casado,bachillerato,47,si,no,celular,18,noviembre,54,2,0,no
439,44,administrador,casado,universitario,69,si,no,celular,6,agosto,265,2,0,no
440,37,independiente,divorciado,universitario,54,si,no,chat,23,mayo,168,1,0,no
441,30,independiente,soltero,bachillerato,24,si,no,celular,7,mayo,115,3,0,no
442,42,empresario,soltero,bachillerato,8,no,no,celular,26,agosto,31,8,0,no
443,30,administrador,casado,universitario,11,si,no,telefono,25,julio,279,4,0,si
444,62,pensionado,casado,bachillerato,42,no,no,celular,1,septiembre,28,2,0,no
445,24,informal,casado,bachillerato,18,si,no,celular,20,abril,369,1,0,no
446,31,empresario,casado,bachillerato,42,si,no,chat,13,mayo,247,1,0,no
447,66,pensionado,casado,universitario,63,no,no,celular,22,abril,155,1,0,no
448,47,independiente,casado,bachillerato,62,no,no,celular,10,julio,89,1,0,no
449,39,emprendedor,casado,universitario,48,si,no,celular,17,noviembre,180,1,0,no
450,35,empresario,casado,bachillerato,59,si,no,celular,18,noviembre,854,1,0,si
451,35,independiente,divorciado,bachillerato,58,si,no,celular,17,abril,46,1,0,no
452,27,empresario,casado,bachillerato,47,si,si,chat,28,mayo,266,2,0,no
453,32,informal,casado,bachillerato,47,si,no,celular,5,mayo,321,2,0,no
454,44,administrador,casado,universitario,38,no,no,celular,28,agosto,99,24,0,no
455,42,informal,casado,bachillerato,24,si,no,chat,9,mayo,147,1,0,no
456,34,independiente,soltero,universitario,20,no,no,celular,30,abril,430,1,0,si
457,25,profesor,soltero,bachillerato,53,no,si,celular,7,julio,264,1,0,no
458,40,empresario,soltero,bachillerato,12,no,no,celular,16,julio,156,6,0,no
459,43,administrador,divorciado,universitario,55,no,no,celular,26,mayo,118,1,2,no
460,55,desempleado,casado,universitario,51,no,no,chat,6,mayo,343,3,0,no
461,50,informal,casado,bachillerato,48,si,no,celular,7,agosto,226,3,0,no
462,45,administrador,divorciado,universitario,41,no,no,chat,1,junio,5,1,0,no
463,35,informal,divorciado,bachillerato,26,si,no,celular,20,noviembre,138,1,0,no
464,32,informal,casado,bachillerato,20,si,no,celular,10,septiembre,185,1,5,si
465,59,amadiciembreasa,casado,bachillerato,43,no,no,telefono,3,febrero,722,1,4,no
466,34,independiente,casado,bachillerato,9,si,no,chat,21,mayo,748,1,0,no
467,39,administrador,casado,universitario,72,si,no,chat,26,mayo,142,1,0,no
468,40,administrador,soltero,bachillerato,68,si,no,celular,17,noviembre,523,3,0,no
469,36,informal,soltero,primaria,20,si,no,chat,20,junio,8,10,0,no
470,40,administrador,casado,universitario,59,si,no,celular,17,noviembre,153,1,0,no
471,55,independiente,casado,bachillerato,31,si,no,chat,20,mayo,210,2,0,no
472,38,emprendedor,casado,bachillerato,25,si,no,celular,10,julio,121,1,0,no
473,61,independiente,casado,bachillerato,24,no,no,celular,12,marzo,212,1,0,si
474,41,administrador,casado,universitario,18,si,no,chat,21,mayo,253,3,0,no
475,57,informal,casado,primaria,58,si,no,chat,13,mayo,139,4,0,no
476,48,informal,casado,bachillerato,27,si,no,chat,9,mayo,71,1,0,no
477,77,pensionado,casado,universitario,9,no,no,telefono,4,mayo,421,1,2,si
478,35,profesor,casado,bachillerato,23,si,no,chat,28,mayo,199,1,0,no
479,54,informal,casado,bachillerato,34,si,no,chat,14,mayo,108,1,0,no
480,37,administrador,soltero,técnico,4,si,no,chat,20,mayo,247,2,0,no
481,56,administrador,soltero,bachillerato,50,si,no,telefono,9,julio,236,4,0,no
482,40,empresario,casado,bachillerato,52,si,no,celular,4,febrero,97,4,5,no
483,40,administrador,casado,universitario,70,no,no,celular,14,julio,109,8,0,no
484,54,administrador,casado,universitario,45,si,no,celular,2,junio,112,2,0,no
485,55,amadiciembreasa,casado,primaria,2,si,no,chat,19,junio,15,10,0,no
486,55,profesor,divorciado,bachillerato,12,si,no,celular,22,julio,502,3,0,no
487,52,informal,casado,primaria,4,si,no,chat,16,mayo,30,3,0,no
488,55,informal,soltero,primaria,39,si,no,chat,2,junio,193,2,0,no
489,33,administrador,casado,universitario,31,si,no,celular,13,agosto,347,2,0,no
490,52,informal,casado,técnico,67,si,no,chat,15,mayo,468,2,0,no
491,33,profesor,divorciado,bachillerato,63,si,no,chat,27,mayo,148,1,0,no
492,53,independiente,casado,bachillerato,43,no,no,telefono,16,marzo,295,1,2,si
493,46,independiente,casado,bachillerato,66,no,no,celular,26,agosto,388,6,0,si
494,44,empresario,soltero,bachillerato,66,si,no,celular,12,agosto,1735,4,0,si
495,48,administrador,divorciado,universitario,43,si,no,chat,6,mayo,339,1,0,no
496,50,amadiciembreasa,casado,bachillerato,17,si,no,celular,13,mayo,172,1,1,no
497,34,empresario,soltero,bachillerato,71,si,si,celular,19,noviembre,117,2,0,no
498,38,empresario,soltero,bachillerato,66,no,si,chat,20,junio,587,2,0,no
499,42,administrador,soltero,universitario,30,si,no,celular,19,noviembre,501,2,0,no
500,32,administrador,soltero,universitario,28,no,no,celular,14,agosto,203,5,1,no
501,58,independiente,casado,bachillerato,14,si,si,telefono,25,julio,282,9,0,no
502,31,administrador,casado,universitario,23,no,no,celular,28,agosto,110,5,0,no
503,19,estudiante,soltero,primaria,19,no,no,celular,10,julio,104,2,0,si
504,41,administrador,casado,universitario,24,no,no,celular,15,octubre,231,1,0,no
505,31,desempleado,casado,bachillerato,1,si,no,chat,20,mayo,378,3,0,no
506,52,independiente,soltero,primaria,48,no,si,celular,15,julio,193,6,0,no
507,42,independiente,divorciado,universitario,17,si,no,chat,24,junio,110,5,0,no
508,41,informal,soltero,bachillerato,55,si,no,celular,12,mayo,92,1,0,no
509,30,informal,soltero,bachillerato,42,no,no,celular,23,junio,1407,1,0,si
510,38,informal,casado,bachillerato,45,si,si,celular,6,febrero,168,1,2,no
511,32,administrador,casado,universitario,69,si,no,celular,17,julio,738,3,0,no
512,52,empresario,casado,bachillerato,30,si,no,celular,18,febrero,220,1,5,si
513,48,administrador,divorciado,universitario,71,si,no,chat,27,mayo,89,2,0,no
514,36,administrador,casado,universitario,35,si,no,celular,31,julio,30,29,0,no
515,45,desempleado,divorciado,primaria,28,no,no,celular,20,abril,103,1,4,no
516,34,empresario,casado,universitario,2,si,si,chat,2,junio,70,1,0,no
517,36,informal,casado,primaria,1,si,no,celular,20,abril,904,2,0,si
518,34,administrador,casado,universitario,39,si,no,celular,14,mayo,159,1,2,no
519,61,pensionado,casado,bachillerato,38,no,no,celular,11,septiembre,336,1,2,no
520,54,profesor,casado,bachillerato,6,no,no,chat,19,junio,220,1,0,no
521,50,emprendedor,casado,bachillerato,12,no,no,telefono,17,noviembre,238,1,0,no
522,43,independiente,divorciado,bachillerato,51,si,no,celular,21,noviembre,585,4,4,no
523,47,informal,casado,primaria,52,no,no,celular,8,agosto,293,3,0,no
524,45,profesor,casado,bachillerato,70,si,no,chat,28,mayo,68,1,0,no
525,57,pensionado,casado,primaria,17,no,no,chat,17,junio,97,1,0,no
526,27,independiente,casado,bachillerato,64,si,no,chat,9,mayo,1713,1,0,no
527,49,desempleado,divorciado,bachillerato,60,no,no,celular,9,julio,218,3,0,no
528,43,profesor,casado,primaria,16,si,no,celular,14,mayo,109,1,2,no
529,40,administrador,casado,universitario,17,si,no,telefono,21,noviembre,661,1,0,no
530,32,profesor,soltero,bachillerato,67,si,no,celular,6,mayo,145,1,0,no
531,58,administrador,casado,primaria,52,si,no,telefono,18,mayo,54,4,0,no
532,34,independiente,soltero,bachillerato,22,si,no,celular,20,abril,111,1,0,no
533,46,empresario,divorciado,bachillerato,45,si,no,chat,14,mayo,566,2,0,no
534,29,informal,casado,bachillerato,20,no,no,celular,3,junio,136,1,0,no
535,52,informal,casado,primaria,22,no,no,celular,4,agosto,273,1,0,no
536,45,administrador,casado,universitario,17,no,no,celular,30,junio,160,1,0,no
537,26,administrador,soltero,bachillerato,47,no,no,celular,28,julio,76,4,0,no
538,40,empresario,casado,universitario,41,no,no,celular,19,agosto,44,1,0,no
539,41,independiente,casado,bachillerato,14,si,si,chat,27,mayo,239,1,0,no
540,47,independiente,soltero,bachillerato,52,no,no,celular,12,julio,250,2,4,si
541,27,empresario,soltero,técnico,36,no,no,celular,15,julio,792,4,0,no
542,27,profesor,casado,bachillerato,65,si,no,celular,23,julio,198,13,0,no
543,48,informal,casado,bachillerato,59,si,no,chat,6,mayo,73,1,0,no
544,49,independiente,casado,bachillerato,53,no,no,celular,20,agosto,157,3,0,no
545,35,informal,casado,primaria,52,si,no,celular,24,julio,90,6,0,no
546,47,independiente,casado,bachillerato,15,no,no,celular,5,febrero,236,2,0,no
547,54,administrador,casado,universitario,28,no,no,celular,16,julio,118,5,0,no
548,39,administrador,soltero,universitario,3,no,no,telefono,18,noviembre,40,1,0,no
549,28,estudiante,soltero,bachillerato,51,si,no,celular,17,abril,346,1,0,no
550,54,informal,casado,primaria,42,no,no,chat,19,junio,200,2,0,no
551,34,empresario,casado,bachillerato,10,si,no,celular,20,abril,187,3,3,no
552,63,pensionado,casado,bachillerato,55,no,no,celular,11,septiembre,113,1,1,no
553,42,independiente,casado,universitario,68,si,no,chat,16,mayo,192,32,0,no
554,43,empresario,soltero,bachillerato,43,no,no,chat,29,mayo,92,1,0,no
555,37,independiente,casado,bachillerato,40,si,no,celular,8,mayo,682,2,7,no
556,55,informal,casado,primaria,65,no,no,celular,25,agosto,139,9,0,no
557,43,administrador,soltero,universitario,38,no,no,celular,6,agosto,501,2,0,si
558,41,informal,casado,bachillerato,10,no,si,celular,24,julio,651,1,0,si
559,47,empresario,divorciado,bachillerato,5,si,no,celular,18,agosto,405,13,0,no
560,34,empresario,casado,bachillerato,64,si,no,chat,23,mayo,350,1,0,no
561,28,estudiante,soltero,bachillerato,16,no,no,celular,8,abril,125,2,0,no
562,36,profesor,casado,bachillerato,33,si,no,celular,13,mayo,36,2,0,no
563,50,empresario,casado,bachillerato,17,si,no,celular,21,noviembre,35,1,1,no
564,35,informal,casado,bachillerato,48,si,no,chat,8,mayo,389,2,0,no
565,40,empresario,casado,bachillerato,55,si,si,celular,29,enero,194,1,1,no
566,26,independiente,soltero,universitario,49,no,no,celular,29,enero,168,3,0,no
567,36,administrador,divorciado,universitario,14,si,no,chat,4,junio,347,3,0,no
568,59,desempleado,casado,primaria,45,no,no,celular,30,enero,3025,2,0,no
569,28,estudiante,soltero,bachillerato,70,no,no,celular,16,marzo,83,13,0,no
570,46,emprendedor,casado,técnico,30,si,no,chat,9,mayo,332,2,0,no
571,50,independiente,casado,bachillerato,68,no,no,celular,14,agosto,219,10,0,no
572,53,administrador,casado,universitario,39,si,no,celular,16,abril,427,1,1,no
573,81,pensionado,casado,bachillerato,31,no,no,celular,19,agosto,65,5,0,no
574,35,profesor,divorciado,bachillerato,21,si,no,celular,5,mayo,192,2,0,no
575,58,pensionado,casado,técnico,59,no,no,celular,5,agosto,155,1,0,no
576,44,profesor,casado,bachillerato,16,si,si,celular,11,mayo,161,1,0,no
577,38,administrador,casado,universitario,44,si,no,celular,21,julio,533,1,0,no
578,49,informal,casado,bachillerato,66,no,no,celular,4,febrero,19,3,2,no
579,33,empresario,soltero,universitario,38,no,si,celular,5,febrero,193,1,8,no
580,29,administrador,casado,universitario,60,si,si,celular,28,julio,819,3,0,no
581,28,empresario,soltero,bachillerato,45,no,no,celular,30,abril,278,1,0,si
582,31,independiente,casado,bachillerato,25,si,si,telefono,4,mayo,211,3,0,no
583,33,administrador,soltero,universitario,34,no,no,celular,29,enero,617,2,0,no
584,52,empresario,casado,bachillerato,3,si,no,celular,23,julio,61,2,0,no
585,43,administrador,divorciado,universitario,54,si,no,celular,25,julio,197,6,0,no
586,32,independiente,soltero,bachillerato,41,si,no,celular,18,mayo,34,7,0,no
587,36,independiente,casado,universitario,2,si,si,celular,18,julio,95,4,0,no
588,41,informal,casado,bachillerato,15,si,no,chat,3,junio,147,2,0,no
589,43,informal,casado,bachillerato,28,no,si,celular,4,julio,668,2,0,no
